NOMBRE UBICACIÓN,AREA,PASILLO,CAPACIDAD MAXIMA
18-14-01-02,SURTID,18,1 Piezas
18-14-01-03,SURTID,18,1 Piezas
18-14-01-04,SURTID,18,1 Piezas
18-14-02-01,ALMPIC,18,1 Palés
18-14-03-01,ALMPIC,18,1 Palés
18-15-01-01,SURTID,18,180 Piezas
18-15-01-02,SURTID,18,1 Piezas
18-15-01-03,SURTID,18,1 Piezas
18-15-01-04,SURTID,18,1 Piezas
18-15-02-01,ALMPIC,18,1 Palés
18-15-03-01,ALMPIC,18,1 Palés
18-16-01-01,SURTID,18,99 Piezas
18-16-01-02,SURTID,18,70 Piezas
18-16-01-03,SURTID,18,1 Piezas
18-16-01-04,SURTID,18,1 Piezas
18-16-02-01,ALMPIC,18,1 Palés
18-16-03-01,ALMPIC,18,1 Palés
18-17-01-01,SURTID,18,126 Piezas
18-17-02-01,ALMPIC,18,1 Palés
18-17-03-01,ALMPIC,18,1 Palés
18-18-01-01,SURTID,18,99 Piezas
18-18-02-01,ALMPIC,18,1 Palés
18-18-03-01,ALMPIC,18,1 Palés
18-19-01-01,SURTID,18,48 Piezas
18-19-01-02,SURTID,18,100 Piezas
18-19-02-01,ALMPIC,18,1 Palés
18-19-03-01,ALMPIC,18,1 Palés
18-20-01-01,SURTID,18,320 Piezas
18-20-02-01,ALMPIC,18,1 Palés
18-20-03-01,ALMPIC,18,1 Palés
18-21-01-01,SURTID,18,160 Piezas
18-21-02-01,ALMPIC,18,1 Palés
18-21-03-01,ALMPIC,18,1 Palés
18-22-01-01,SURTID,18,160 Piezas
18-22-02-01,ALMPIC,18,1 Palés
18-22-03-01,ALMPIC,18,1 Palés
18-23-01-01,SURTID,18,160 Piezas
18-23-02-01,ALMPIC,18,1 Palés
18-23-03-01,ALMPIC,18,1 Palés
18-24-01-01,SURTID,18,160 Piezas
18-24-01-02,SURTID,18,1 Piezas
18-24-01-03,SURTID,18,1 Piezas
18-24-01-04,SURTID,18,1 Piezas
18-24-02-01,ALMPIC,18,1 Palés
18-24-03-01,ALMPIC,18,1 Palés
18-25-01-01,SURTID,18,40 Piezas
18-25-01-02,SURTID,18,40 Piezas
18-25-01-03,SURTID,18,40 Piezas
18-25-01-04,SURTID,18,40 Piezas
18-25-02-01,ALMPIC,18,1 Palés
18-25-03-01,ALMPIC,18,1 Palés
18-26-01-01,SURTID,18,64 Piezas
18-26-01-02,SURTID,18,64 Piezas
18-26-02-01,ALMPIC,18,1 Palés
18-26-03-01,ALMPIC,18,1 Palés
18-27-01-01,SURTID,18,160 Piezas
18-27-02-01,ALMPIC,18,1 Palés
18-27-03-01,ALMPIC,18,1 Palés
18-28-01-01,SURTID,18,160 Piezas
18-28-02-01,ALMPIC,18,1 Palés
18-28-03-01,ALMPIC,18,1 Palés
18-29-01-01,SURTID,18,60 Piezas
18-29-01-02,SURTID,18,120 Piezas
18-29-01-03,SURTID,18,120 Piezas
18-29-02-01,ALMPIC,18,1 Palés
18-29-03-01,ALMPIC,18,1 Palés
18-30-01-01,SURTID,18,160 Piezas
18-30-02-01,ALMPIC,18,1 Palés
18-30-03-01,ALMPIC,18,1 Palés
18-31-01-01,SURTID,18,320 Piezas
18-31-02-01,ALMPIC,18,1 Palés
18-31-03-01,ALMPIC,18,1 Palés
18-32-01-01,SURTID,18,288 Piezas
18-32-02-01,ALMPIC,18,1 Palés
18-32-03-01,ALMPIC,18,1 Palés
18-33-01-01,SURTID,18,60 Piezas
18-33-01-02,SURTID,18,120 Piezas
18-33-01-03,SURTID,18,120 Piezas
18-33-01-04,SURTID,18,120 Piezas
18-33-02-01,ALMPIC,18,1 Palés
18-33-03-01,ALMPIC,18,1 Palés
18-34-01-01,SURTID,18,136 Piezas
18-34-01-02,SURTID,18,136 Piezas
18-34-01-03,SURTID,18,136 Piezas
18-34-01-04,SURTID,18,1 Piezas
18-34-02-01,ALMPIC,18,1 Palés
18-34-03-01,ALMPIC,18,1 Palés
18-35-01-01,SURTID,18,160 Piezas
18-35-02-01,ALMPIC,18,1 Palés
18-35-03-01,ALMPIC,18,1 Palés
18-36-01-01,SURTID,18,160 Piezas
18-36-02-01,ALMPIC,18,1 Palés
18-36-03-01,ALMPIC,18,1 Palés
18-37-01-01,SURTID,18,160 Piezas
18-37-02-01,ALMPIC,18,1 Palés
18-37-03-01,ALMPIC,18,1 Palés
18-38-01-01,SURTID,18,160 Piezas
18-38-02-01,ALMPIC,18,1 Palés
18-38-03-01,ALMPIC,18,1 Palés
18-39-01-01,SURTID,18,160 Piezas
18-39-02-01,ALMPIC,18,1 Palés
18-39-03-01,ALMPIC,18,1 Palés
18-40-01-01,SURTID,18,160 Piezas
18-40-02-01,ALMPIC,18,1 Palés
18-40-03-01,ALMPIC,18,1 Palés
18-41-01-01,SURTID,18,64 Piezas
18-41-01-02,SURTID,18,64 Piezas
18-41-01-03,SURTID,18,64 Piezas
18-41-01-04,SURTID,18,1 Piezas
18-41-02-01,ALMPIC,18,1 Palés
18-41-03-01,ALMPIC,18,1 Palés
18-42-01-01,SURTID,18,14 Piezas
18-42-01-02,SURTID,18,14 Piezas
18-42-01-03,SURTID,18,14 Piezas
18-42-01-04,SURTID,18,14 Piezas
18-42-01-05,SURTID,18,14 Piezas
18-42-01-06,SURTID,18,14 Piezas
18-42-01-07,SURTID,18,14 Piezas
18-42-01-08,SURTID,18,14 Piezas
18-42-01-09,SURTID,18,14 Piezas
18-42-01-10,SURTID,18,14 Piezas
18-42-02-01,ALMPIC,18,1 Palés
18-42-03-01,ALMPIC,18,1 Palés
18-43-01-01,SURTID,18,14 Piezas
18-43-01-02,SURTID,18,14 Piezas
18-43-01-03,SURTID,18,14 Piezas
18-43-01-04,SURTID,18,14 Piezas
18-43-01-05,SURTID,18,14 Piezas
18-43-01-06,SURTID,18,14 Piezas
18-43-01-07,SURTID,18,14 Piezas
18-43-01-08,SURTID,18,14 Piezas
18-43-01-09,SURTID,18,14 Piezas
18-43-01-10,SURTID,18,14 Piezas
18-43-02-01,ALMPIC,18,1 Palés
18-43-03-01,ALMPIC,18,1 Palés
18-44-01-01,SURTID,18,17 Piezas
18-44-01-02,SURTID,18,17 Piezas
18-44-01-03,SURTID,18,17 Piezas
18-44-01-04,SURTID,18,17 Piezas
18-44-01-05,SURTID,18,17 Piezas
18-44-01-06,SURTID,18,15 Piezas
18-44-01-07,SURTID,18,15 Piezas
18-44-01-08,SURTID,18,15 Piezas
18-44-01-09,SURTID,18,15 Piezas
18-44-01-10,SURTID,18,15 Piezas
18-44-02-01,ALMPIC,18,1 Palés
18-44-03-01,ALMPIC,18,1 Palés
18-45-01-01,SURTID,18,14 Piezas
18-45-01-02,SURTID,18,14 Piezas
18-45-01-03,SURTID,18,64 Piezas
18-45-01-04,SURTID,18,64 Piezas
18-45-01-05,SURTID,18,64 Piezas
18-45-01-06,SURTID,18,56 Piezas
18-45-01-07,SURTID,18,56 Piezas
18-45-01-08,SURTID,18,56 Piezas
18-45-01-09,SURTID,18,56 Piezas
18-45-01-10,SURTID,18,56 Piezas
18-45-02-01,ALMPIC,18,1 Palés
18-45-03-01,ALMPIC,18,1 Palés
18-46-01-01,SURTID,18,64 Piezas
18-46-01-02,SURTID,18,64 Piezas
18-46-01-03,SURTID,18,64 Piezas
18-46-01-04,SURTID,18,64 Piezas
18-46-01-05,SURTID,18,56 Piezas
18-46-01-06,SURTID,18,56 Piezas
18-46-01-07,SURTID,18,56 Piezas
18-46-01-08,SURTID,18,56 Piezas
18-46-02-01,ALMPIC,18,1 Palés
18-46-03-01,ALMPIC,18,1 Palés
18-47-01-01,SURTID,18,50 Piezas
18-47-01-02,SURTID,18,50 Piezas
18-47-01-03,SURTID,18,50 Piezas
18-47-01-04,SURTID,18,50 Piezas
18-47-01-05,SURTID,18,50 Piezas
18-47-01-06,SURTID,18,50 Piezas
18-47-02-01,ALMPIC,18,1 Palés
18-47-03-01,ALMPIC,18,1 Palés
18-48-01-01,SURTID,18,50 Piezas
18-48-01-02,SURTID,18,50 Piezas
18-48-01-03,SURTID,18,50 Piezas
18-48-01-04,SURTID,18,50 Piezas
18-48-01-05,SURTID,18,50 Piezas
18-48-01-06,SURTID,18,50 Piezas
18-48-02-01,ALMPIC,18,1 Palés
18-48-03-01,ALMPIC,18,1 Palés
18-49-01-01,SURTID,18,50 Piezas
18-49-01-02,SURTID,18,50 Piezas
18-49-01-03,SURTID,18,50 Piezas
18-49-01-04,SURTID,18,50 Piezas
18-49-01-05,SURTID,18,50 Piezas
18-49-01-06,SURTID,18,25 Piezas
18-49-02-01,ALMPIC,18,1 Palés
18-49-03-01,ALMPIC,18,1 Palés
18-50-01-01,SURTID,18,25 Piezas
18-50-01-02,SURTID,18,25 Piezas
18-50-01-03,SURTID,18,25 Piezas
18-50-01-04,SURTID,18,25 Piezas
18-50-01-05,SURTID,18,25 Piezas
18-50-01-06,SURTID,18,25 Piezas
18-50-01-07,SURTID,18,25 Piezas
18-50-01-08,SURTID,18,25 Piezas
18-50-01-09,SURTID,18,25 Piezas
18-50-01-10,SURTID,18,25 Piezas
18-50-02-01,ALMPIC,18,1 Palés
18-50-03-01,ALMPIC,18,1 Palés
18-51-01-01,SURTID,18,25 Piezas
18-51-01-02,SURTID,18,25 Piezas
18-51-01-03,SURTID,18,25 Piezas
18-51-01-04,SURTID,18,25 Piezas
18-51-01-05,SURTID,18,25 Piezas
18-51-01-06,SURTID,18,25 Piezas
18-51-01-07,SURTID,18,25 Piezas
18-51-01-08,SURTID,18,100 Piezas
18-51-01-09,SURTID,18,100 Piezas
18-51-01-10,SURTID,18,100 Piezas
18-51-02-01,ALMPIC,18,1 Palés
18-51-03-01,ALMPIC,18,1 Palés
18-52-01-01,SURTID,18,100 Piezas
18-52-01-02,SURTID,18,100 Piezas
18-52-01-03,SURTID,18,100 Piezas
18-52-01-04,SURTID,18,100 Piezas
18-52-01-05,SURTID,18,100 Piezas
18-52-01-06,SURTID,18,100 Piezas
18-52-01-07,SURTID,18,100 Piezas
18-52-01-08,SURTID,18,100 Piezas
18-52-01-09,SURTID,18,100 Piezas
18-52-01-10,SURTID,18,41 Piezas
18-52-02-01,ALMPIC,18,1 Palés
18-52-03-01,ALMPIC,18,1 Palés
18-53-01-01,SURTID,18,100 Piezas
18-53-01-02,SURTID,18,100 Piezas
18-53-01-03,SURTID,18,100 Piezas
18-53-01-04,SURTID,18,100 Piezas
18-53-01-05,SURTID,18,30 Piezas
18-53-01-06,SURTID,18,100 Piezas
18-53-01-07,SURTID,18,100 Piezas
18-53-01-08,SURTID,18,100 Piezas
18-53-01-09,SURTID,18,100 Piezas
18-53-01-10,SURTID,18,100 Piezas
18-53-02-01,ALMPIC,18,1 Palés
18-53-03-01,ALMPIC,18,1 Palés
18-54-01-01,SURTID,18,100 Piezas
18-54-01-02,SURTID,18,100 Piezas
18-54-01-03,SURTID,18,100 Piezas
18-54-01-04,SURTID,18,100 Piezas
18-54-01-05,SURTID,18,100 Piezas
18-54-01-06,SURTID,18,100 Piezas
18-54-01-07,SURTID,18,100 Piezas
18-54-01-08,SURTID,18,100 Piezas
18-54-01-09,SURTID,18,100 Piezas
18-54-01-10,SURTID,18,20 Piezas
18-54-02-01,ALMPIC,18,1 Palés
18-54-03-01,ALMPIC,18,1 Palés
18-55-01-01,SURTID,18,100 Piezas
18-55-02-01,ALMPIC,18,1 Palés
18-55-03-01,ALMPIC,18,1 Palés
18-56-01-01,SURTID,18,100 Piezas
18-56-02-01,ALMPIC,18,1 Palés
18-56-03-01,ALMPIC,18,1 Palés
19-01-01-01,ALMAC,19,14 Palés
19-02-01-01,ALMAC,19,14 Palés
19-03-01-01,ALMAC,19,14 Palés
19-04-01-01,ALMAC,19,14 Palés
19-05-01-01,ALMAC,19,14 Palés
19-06-01-01,ALMAC,19,14 Palés
19-07-01-01,ALMAC,19,14 Palés
19-08-01-01,ALMAC,19,14 Palés
19-09-01-01,ALMAC,19,14 Palés
19-10-01-01,ALMAC,19,14 Palés
19-11-01-01,ALMAC,19,14 Palés
19-12-01-01,ALMAC,19,14 Palés
19-13-01-01,ALMAC,19,14 Palés
19-14-01-01,ALMAC,19,14 Palés
19-15-01-01,ALMAC,19,14 Palés
19-16-01-01,ALMAC,19,14 Palés
19-17-01-01,ALMAC,19,14 Palés
19-18-01-01,ALMAC,19,14 Palés
19-19-01-01,ALMAC,19,14 Palés
19-20-01-01,ALMAC,19,14 Palés
19-21-01-01,ALMAC,19,14 Palés
19-22-01-01,ALMAC,19,14 Palés
19-23-01-01,ALMAC,19,14 Palés
19-24-01-01,ALMAC,19,14 Palés
19-25-01-01,ALMAC,19,14 Palés
19-26-01-01,ALMAC,19,14 Palés
19-27-01-01,ALMAC,19,14 Palés
19-28-01-01,ALMAC,19,14 Palés
19-29-01-01,ALMAC,19,14 Palés
19-30-01-01,ALMAC,19,14 Palés
19-31-01-01,ALMAC,19,14 Palés
19-32-01-01,ALMAC,19,14 Palés
19-33-01-01,ALMAC,19,14 Palés
19-34-01-01,ALMAC,19,14 Palés
19-35-01-01,ALMAC,19,14 Palés
19-36-01-01,ALMAC,19,14 Palés
19-37-01-01,ALMAC,19,14 Palés
19-38-01-01,ALMAC,19,14 Palés
19-39-01-01,ALMAC,19,14 Palés
19-40-01-01,ALMAC,19,14 Palés
19-41-01-01,ALMAC,19,14 Palés
19-42-01-01,ALMAC,19,14 Palés
19-43-01-01,ALMAC,19,14 Palés
19-44-01-01,ALMAC,19,14 Palés
COBRFIL-01,COBR,,99999 wm.storage.loccod.e
COBRSIN-01,COBR,,99999 wm.storage.loccod.e
CONSUM-01,REV,,9999 Piezas
CONSUMO,REV,,9999 Piezas
MERMA,COBR,,99999 wm.storage.loccod.e
MERMA01,SUBEST,,99999 Palés
MIX-01,PATCA,,99999 Palés
PALLET-01,PATCA,,99999 Palés
PALLET-02,PATCA,,99999 Palés
PALLET-03,PATCA,,99999 Palés
REBA-01,PATCA,,99999 Palés
REEMP-01,REEM,,99999 Piezas
REEMP-02,REEM,,99999 Piezas
RETE-01,RETE,,99999 Palés
RETENIDO,RETE,,99999 Palés
RETFLET1,PATCA,20,9999999 Palés
REV-01,REV,,99999 Palés
REVISION,REV,,99999 Palés
SUB-VENC01,SUBEST,,9999 Piezas
UNITARIOS,SURTID,18,1 Piezas
VENCIDO,SUBEST,,9999 Piezas
